0.125,-0.375778,-0.171019,-0.521061,-0.595488,-0.450791,0.0148533
0.375,0.0387133,-0.262698,-0.196206,-0.315274,-0.883291,0.106744
0.625,-0.0856123,-0.113769,0.884193,-0.425196,-0.0367548,-0.125648
0.875,0.135796,-0.203174,-0.135862,-0.14362,-0.947847,0.052731
1.125,-0.000104128,-0.044307,0.726551,-0.555105,-0.212608,-0.341784
1.375,-0.0835641,-0.157097,0.957745,0.100268,-0.0185948,0.201649
1.625,-0.0278536,-0.252715,0.61687,0.457614,-0.317879,0.494341
1.875,0.0579722,-0.277745,0.254859,0.463663,-0.634273,0.487091
2.125,0.127706,-0.25977,0.0243989,0.31176,-0.835956,0.345831
2.375,0.173807,-0.224294,-0.0836932,0.122773,-0.931125,0.17439
2.625,0.200442,-0.185115,-0.109087,-0.0518738,-0.954297,0.0167802
2.875,0.213396,-0.148329,-0.0854932,-0.196147,-0.934775,-0.113461
3.125,0.217389,-0.1161,-0.0356101,-0.308815,-0.892291,-0.215511
3.375,0.215765,-0.0888009,0.0265879,-0.393835,-0.838997,-0.29297
3.625,0.21076,-0.0660707,0.0929142,-0.456335,-0.782019,-0.350408
3.875,0.203827,-0.0473062,0.15877,-0.501121,-0.725367,-0.392084
4.125,0.195897,-0.0318759,0.221709,-0.532222,-0.671176,-0.421563
4.375,0.187559,-0.0192038,0.280551,-0.552859,-0.620483,-0.441691
4.625,0.179177,-0.00879608,0.334847,-0.565542,-0.573688,-0.454688
4.875,0.170973,-0.000241629,0.384556,-0.572202,-0.530832,-0.462263
5.125,0.163077,0.00679645,0.429861,-0.57432,-0.491765,-0.465729
5.375,0.155558,0.0125921,0.471053,-0.573027,-0.456237,-0.46609
5.625,0.148448,0.0173674,0.508469,-0.569188,-0.423962,-0.464114
5.875,0.141755,0.0213025,0.542454,-0.563464,-0.394644,-0.460391
6.125,0.135475,0.0245433,0.573341,-0.556362,-0.367995,-0.455373
6.375,0.12959,0.0272087,0.601444,-0.548271,-0.343747,-0.449409
6.625,0.124082,0.0293957,0.627047,-0.539487,-0.321654,-0.442768
6.875,0.118927,0.0311838,0.65041,-0.530242,-0.301494,-0.435656
7.125,0.114103,0.0326382,0.671763,-0.520711,-0.283067,-0.428233
7.375,0.109586,0.0338126,0.691314,-0.511028,-0.266195,-0.420622
7.625,0.105354,0.0347518,0.709247,-0.501297,-0.250719,-0.412919
7.875,0.101387,0.0354926,0.725726,-0.491597,-0.236498,-0.405197
8.125,0.0976632,0.036066,0.740895,-0.481987,-0.223407,-0.39751
8.375,0.0941653,0.0364977,0.754883,-0.472511,-0.211335,-0.389902
8.625,0.0908759,0.0368095,0.767804,-0.463203,-0.200184,-0.382404
8.875,0.0877793,0.0370195,0.77976,-0.454087,-0.189865,-0.375039
9.125,0.084861,0.0371432,0.790842,-0.445178,-0.180302,-0.367826
9.375,0.0821078,0.0371936,0.80113,-0.436487,-0.171424,-0.360775
9.625,0.0795073,0.0371818,0.810695,-0.428023,-0.163169,-0.353895
9.875,0.0770486,0.0371172,0.819602,-0.419788,-0.155482,-0.347191
10.125,0.0747214,0.0370078,0.827909,-0.411783,-0.148314,-0.340664
10.375,0.0725162,0.0368604,0.835666,-0.404007,-0.14162,-0.334317
10.625,0.0704247,0.0366811,0.84292,-0.396457,-0.135359,-0.328146
10.875,0.0684388,0.0364747,0.849713,-0.389129,-0.129497,-0.322152
11.125,0.0665515,0.0362456,0.856083,-0.382019,-0.124001,-0.31633
11.375,0.0647561,0.0359976,0.862062,-0.375122,-0.118842,-0.310677
11.625,0.0630464,0.0357339,0.867682,-0.368431,-0.113992,-0.305189
11.875,0.061417,0.0354572,0.872971,-0.36194,-0.109429,-0.299862
12.125,0.0598627,0.0351699,0.877953,-0.355644,-0.10513,-0.294691
12.375,0.0583787,0.0348742,0.882652,-0.349536,-0.101076,-0.289671
12.625,0.0569607,0.0345717,0.887088,-0.34361,-0.0972483,-0.284798
12.875,0.0556046,0.034264,0.89128,-0.337859,-0.0936313,-0.280067
13.125,0.0543067,0.0339525,0.895246,-0.332278,-0.0902099,-0.275474
13.375,0.0530636,0.0336383,0.899001,-0.326861,-0.0869702,-0.271013
13.625,0.051872,0.0333225,0.90256,-0.321601,-0.0838998,-0.26668
13.875,0.050729,0.0330058,0.905936,-0.316492,-0.0809874,-0.26247
14.125,0.0496317,0.032689,0.909142,-0.31153,-0.0782222,-0.258379
14.375,0.0485778,0.0323728,0.912187,-0.306709,-0.0755948,-0.254404
14.625,0.0475647,0.0320577,0.915084,-0.302024,-0.0730961,-0.250539
14.875,0.0465903,0.0317442,0.917841,-0.297469,-0.070718,-0.24678
15.125,0.0456525,0.0314327,0.920467,-0.293041,-0.0684529,-0.243125
15.375,0.0447493,0.0311235,0.92297,-0.288734,-0.0662939,-0.239569
15.625,0.043879,0.0308169,0.925358,-0.284543,-0.0642345,-0.236108
15.875,0.0430399,0.0305133,0.927637,-0.280465,-0.0622687,-0.23274
16.125,0.0422304,0.0302127,0.929814,-0.276496,-0.0603909,-0.22946
16.375,0.0414491,0.0299154,0.931895,-0.272632,-0.0585961,-0.226267
16.625,0.0406945,0.0296214,0.933886,-0.268868,-0.0568794,-0.223156
16.875,0.0399654,0.0293311,0.935791,-0.265201,-0.0552364,-0.220124
17.125,0.0392605,0.0290443,0.937616,-0.261628,-0.053663,-0.21717
17.375,0.0385788,0.0287612,0.939364,-0.258146,-0.0521554,-0.21429
17.625,0.037919,0.0284818,0.94104,-0.254751,-0.0507099,-0.211482
